†10.1.1	1
†10.1.2	11
†10.1.3	30
†10.1.4	39
†10.1.5	60
†10.1.6	80
†10.1.7	101
†10.1.8	129
†10.1.9	150
†10.1.10	187
†10.1.11	207
†10.1.12	242
†10.1.13	277
†10.1.14	285
†10.1.15	324
†10.1.16	341
†10.1.17	370
†10.1.18	385
†10.1.19	409
†10.1.20	417
†10.1.21	441
†10.1.22	473
†10.1.23	496
†10.1.24	504
†10.1.25	527
†10.1.26	557
†10.1.27	596
†10.1.28	612
†10.1.29	656
†10.1.30	688
†10.1.31	722
†10.2.1	742
†10.2.2	754
†10.2.3	781
†10.2.4	806
†10.2.5	825
†10.2.6	857
†10.2.7	870
†10.2.8	895
†10.2.9	912
†10.2.10	947
†10.2.11	960
†10.2.12	976
†10.2.13	993
†10.2.14	1007
†10.2.15	1025
†10.2.16	1044
†10.2.17	1061
†10.2.18	1083
†10.2.19	1099
†10.2.20	1140
†10.2.21	1167
†10.2.22	1188
†10.2.23	1208
†10.2.24	1234
†10.2.25	1258
†10.3.1	1273
†10.3.2	1311
†10.3.3	1323
†10.3.4	1348
†10.3.5	1357
†10.3.6	1381
†10.3.7	1418
†10.3.8	1437
†10.3.9	1470
†10.3.10	1483
†10.3.11	1501
†10.3.12	1524
†10.3.13	1542
†10.3.14	1562
†10.3.15	1602
†10.3.16	1634
†10.3.17	1663
†10.3.18	1705
†10.3.19	1716
†10.3.20	1742
†10.3.21	1757
†10.3.22	1773
†10.3.23	1808
†10.3.24	1825
†10.4.1	1854
†10.4.2	1873
†10.4.3	1892
†10.4.4	1906
†10.4.5	1933
†10.4.6	1952
†10.4.7	1970
†10.4.8	1989
†10.4.9	2021
†10.4.10	2045
†10.4.11	2062
†10.4.12	2084
†10.4.13	2103
†10.4.14	2116
†10.4.15	2146
†10.4.16	2177
†10.4.17	2191
†10.4.18	2217
†10.4.19	2237
†10.4.20	2252
†10.4.21	2265
†10.4.22	2278
†10.4.23	2296
†10.4.24	2326
†10.4.25	2336
†10.4.26	2366
†10.5.1	2385
†10.5.2	2402
†10.5.3	2420
†10.5.4	2444
†10.5.5	2462
†10.5.6	2476
†10.5.7	2487
†10.5.8	2505
†10.5.9	2517
†10.5.10	2527
†10.5.11	2546
†10.5.12	2558
†10.5.13	2568
†10.5.14	2586
†10.5.15	2598
†10.5.16	2610
†10.5.17	2628
†10.5.18	2641
†10.5.19	2653
†10.5.20	2669
†10.5.21	2682
†10.5.22	2694
†10.5.23	2712
†10.5.24	2722
†10.5.25	2735
†10.5.26	2747
†10.5.27	2764
†10.5.28	2779
†10.5.29	2789
†10.5.30	2819
†10.5.31	2838
†10.5.32	2851
†10.6.1	2867
†10.6.2	2882
†10.6.3	2902
†10.6.4	2933
†10.6.5	2973
†10.6.6	3002
†10.6.7	3015
†10.6.8	3045
†10.6.9	3053
†10.6.10	3071
†10.6.11	3082
†10.6.12	3094
